Image_path,Real,Pred
/Users/sjhuang/Documents/docs/dataset/crawlers/appapi.zyh365.com/appapi.zyh365.com_82_1636440390.550841.png,appapi,9748
/Users/sjhuang/Documents/docs/dataset/crawlers/appapi.zyh365.com/appapi.zyh365.com_25_1636440383.7015538.png,appapi,0152
/Users/sjhuang/Documents/docs/dataset/crawlers/appapi.zyh365.com/appapi.zyh365.com_15_1636440382.42141.png,appapi,5479
/Users/sjhuang/Documents/docs/dataset/crawlers/appapi.zyh365.com/appapi.zyh365.com_72_1636440389.236694.png,appapi,0025
/Users/sjhuang/Documents/docs/dataset/crawlers/appapi.zyh365.com/appapi.zyh365.com_34_1636440384.748487.png,appapi,0411
/Users/sjhuang/Documents/docs/dataset/crawlers/appapi.zyh365.com/appapi.zyh365.com_74_1636440389.492646.png,appapi,5531
/Users/sjhuang/Documents/docs/dataset/crawlers/appapi.zyh365.com/appapi.zyh365.com_16_1636440382.643192.png,appapi,4658
/Users/sjhuang/Documents/docs/dataset/crawlers/appapi.zyh365.com/appapi.zyh365.com_47_1636440386.3318841.png,appapi,1409
/Users/sjhuang/Documents/docs/dataset/crawlers/appapi.zyh365.com/appapi.zyh365.com_44_1636440385.9027588.png,appapi,0876
/Users/sjhuang/Documents/docs/dataset/crawlers/appapi.zyh365.com/appapi.zyh365.com_49_1636440386.57849.png,appapi,9840
/Users/sjhuang/Documents/docs/dataset/crawlers/appapi.zyh365.com/appapi.zyh365.com_12_1636440382.0733929.png,appapi,0901
/Users/sjhuang/Documents/docs/dataset/crawlers/appapi.zyh365.com/appapi.zyh365.com_8_1636440381.603543.png,appapi,0902
/Users/sjhuang/Documents/docs/dataset/crawlers/appapi.zyh365.com/appapi.zyh365.com_20_1636440383.096273.png,appapi,6078
/Users/sjhuang/Documents/docs/dataset/crawlers/appapi.zyh365.com/appapi.zyh365.com_13_1636440382.185546.png,appapi,8769
/Users/sjhuang/Documents/docs/dataset/crawlers/appapi.zyh365.com/appapi.zyh365.com_57_1636440387.481367.png,appapi,5659
/Users/sjhuang/Documents/docs/dataset/crawlers/appapi.zyh365.com/appapi.zyh365.com_68_1636440388.786208.png,appapi,6858
/Users/sjhuang/Documents/docs/dataset/crawlers/appapi.zyh365.com/appapi.zyh365.com_94_1636440392.007168.png,appapi,1799
/Users/sjhuang/Documents/docs/dataset/crawlers/appapi.zyh365.com/appapi.zyh365.com_60_1636440387.83309.png,appapi,7278
/Users/sjhuang/Documents/docs/dataset/crawlers/appapi.zyh365.com/appapi.zyh365.com_65_1636440388.427273.png,appapi,7425
/Users/sjhuang/Documents/docs/dataset/crawlers/appapi.zyh365.com/appapi.zyh365.com_63_1636440388.188204.png,appapi,0731
/Users/sjhuang/Documents/docs/dataset/crawlers/appapi.zyh365.com/appapi.zyh365.com_39_1636440385.3359601.png,appapi,7001
